name,norad_id,uplink,downlink,beacon,mode,callsign,status,satnogs_id
Umbra-08,58292,,2254.000,,FM,,inactive,
Umbra-09,,,2254.000,,FM,,unknown,
Umbra-10,,,2254.000,,FM,,unknown,
UmKA-1,57172,,435.825/437.625*/2402.000,,2k4/4k8/9k6*GMSK_USP SSTV,RS40S,active,SDUV-9624-5611-1090-5908
UniBRITE,39092,,145.890,145.890,CW,,inactive,JVIG-3362-0807-4026-2397
UNICORN-1,51076,,401.820,,9600bps FSK,,unknown,
UNICORN-2A,51073,,401.820,,9600bps FSK,,re-entered,
UNICORN-2B,,,,,,,unknown,
UNICORN-2C,,,,,,,unknown,
UNICORN-2D,51032,,401.820,,9600bps FSK,,re-entered,UFKA-4180-3727-4648-0537
UNICORN-2E,,,,,,,unknown,
UNICORN-2I,56230,,401.820,,9k6_FSK,,inactive,ZHHQ-5752-7286-6121-4715
UNICubeSAT,38085,,437.305,,9600bps FSK,,inactive,
UNIFORM-1,39767,,2228.000,,,,non-amateur,
UniSat-5,39421,,437.175/437.425,,9600bps GMSK,,inactive,
UniSat-6,40012,,437.421,,9600bps GMSK,II0US,active,RJRN-2264-7831-8205-7763
UniSat-7,47945,,437.425,,9600bps FSK,II0US,active,QKBK-9080-1354-2848-1016
UNITEC-1,36578,,5840.000,5840.000,1200bps AFSK CW,JQ1ZUN,deep space,
UNNE-1,,,436.888,436.888,1k2/2k4_FSK FM CW,,unknown,
UNSA-SAT1,,,3.4GHz,,230Kbps BPSK,,unknown,
UNSW-EC0,42723,,436.525/2400.500,,4800bps GMSK,ON02AU,re-entered,SXFR-5969-5367-4392-2346
UO-9,12888,,145.825/435.025,2401.000,SSB CW,,re-entered,
UO-11,14781,,145.826*/435.025,2401.500,(V)FM (S)PSK,UOSAT-2,active,TDVY-5283-4801-7631-6209
UO-14,20437,145.975,435.070,,FM,,inactive,
UO-15,20438,,435.120,435.120,CW,,re-entered,
UO-22,21575,145.900/145.975,435.120,,9600bps FSK,UOSAT5-11 12,inactive,
UO-36,25693,145.960,437.400/437.025,,38400bps FSK,UO121-11 12,inactive,
UPMSat,23607,,137.955,,,,unknown,
UPMSat-2,46276,,437.405,,1200bps FSK,UPMST2,active,UCSJ-1439-6113-9699-8457
UPSat,42716,,435.765,,9600bps GMSK,GND,re-entered,ZGQO-8873-2944-7238-8629
UreSat-1,56992,145.925/145.975,436.888,436.888,1k2/2k4 AFSK APRS FM CW,AO4URE,unknown,UDZO-6677-3907-8516-6750
URSA MAIOR,42776,,435.950,,9600bps FSK,URSAMR,re-entered,MAEY-6712-7402-2396-4318
USNAP1,44355,28.120/145.825,145.825/435.350/437.605*,,1k2/9k6* FSK,USNAP1-1,inactive,XWQN-8491-1910-3675-2960
USS Langley,40652,28.120/145.825,437.475/435.350,2404.000,9600bps FSK PSK31,,inactive,
UTMN,53376,,435.670,,2k4/4k8/9k6* GMSK_USP,RS23S,re-entered,YOQT-9019-0118-9280-5437
UTMN-2,57203,,435.485/436.125*,,2k4/4k8*/9k6 GMSK_USP,RS27S,active,ESPB-1611-5692-0685-8383
UVSQ-Sat,47438,145.905,437.020,,1k2/9k6* BPSK FM*,LATMOS-1,re-entered,VFOS-7446-8140-1963-2095
UWE-1,28892,,437.505,,1200bps AFSK,DP0UWE,inactive,
UWE-2,35934,,437.385,437.385,1200bps AFSK CW,DP0UWF,inactive,
UWE-3,39446,,435.000/436.395/437.385*,,9600bps GMSK CW,DP0UWG,inactive,AAXX-7141-8998-4196-8344
UWE-4,43880,437.375,435.600*/437.375/437.385,,9600bps FSK Digipeater,DP0UWH,active,WDIT-2736-3800-1720-7555
VANGUARD,,,,,,,unknown,
VDNH-80,44392,,436.500,,4800bps mobitex,,re-entered,MEPL-6325-0282-8405-8739
VEERY-FS1,52777,,137.950,,FM,,inactive,LOUD-2988-1279-3422-4649
VELOX-I,40057,,145.980,145.980,9600bps FSK CW,VELOXI,inactive,MBWN-8482-2114-9688-9106
VELOX-P2,39438,437.305,145.980,145.980,1200bps BPSK CW,,inactive,FVZE-6295-2194-3210-6337
VELOX-2,41171,,145.930,145.930,1200bps BPSK CW,VELOX2,re-entered,DSGN-7978-0500-3017-5294
VELOX-III,41935,,437.375,437.375,1200bps AFSK CW,JG6YBW,active,NFQJ-3321-9747-8579-9505
VELOX-IV,,,437.225,,9600bps GMSK,,to be launched,
Venta-1,42791,,437.325/2289.250,,9600bps,YL1VA,inactive,
Vermont Lunar,39407,,437.305,,9600bps FSK,W1VTC2,re-entered,IKDT-3371-2990-6146-7410
Veronika,58261,,145.925/436.680,,9600bps GFSK,OM9VER,active,EXYP-7555-6232-5402-1667
Vigoride-6,56196,,400.500/400.524,,38k4 FSK,,unkown,WIWD-2303-6727-6651-0854
VisionCube,,,437.425,,9600bps GMSK,,unkown,
Vizard,53386,,437.800,,2400bps GMSK_USP,RS33S,re-entered,UPJA-6543-4153-4055-9244
Vizard-ion,61749,,436.870,,9600bps GFSK,RS68S,unknown,SQGD-2208-0540-4983-6683
VIZARD-meteo,57189,,437.825,,2k4/4k8*/9k6 GMSK_USP,RS38S,active,OYGZ-5054-3166-8092-6448
Vladivostok-1,61751,,436.805,,LoRa,,unknown,
Voenmeh,53373,,436.050,,2400bps GMSK_USP,RS29S,re-entered,YYOS-0902-7582-8175-2841
VO-52,28650,435.220-435.280,145.930-145.870,145.936,SSB Carrier,Indian,inactive,MNUP-5257-9728-2566-4220
VO-52,28650,435.225-435.275,145.925-145.875,145.860,SSB CW,Dutch,inactive,MNUP-5257-9728-2566-4220
VO-96,43775,435.340,145.900,,FM CTCSS 67.0Hz,,inactive,
VR3X-A,47463,,915.600,915.600,CW,,inactive,
VR3X-B,47467,,915.600,915.600,CW,,inactive,
VR3X-C,47524,,915.600,915.600,CW,,inactive,
VZLUsat-1,42790,,437.240,437.240,4800bps MSK CW*,VZLUSAT1,re-entered,JNEM-7746-8021-4780-5184
VZLUsat-2,51085,,437.325,,1k2/4k8*/9k6 MSK,,active,DJWH-7860-9983-7310-6047
WaratahSeed-1,60469,,400.650,,1200bps BPSK,VK2USY,unknown,FQIY-5061-3565-2438-4414
WARP-01,47924,,437.425,437.425,1k2GFSK 4FSK CW*,JQ1ZTK,re-entered,WRXH-6503-9863-1357-5159
WASEDA-SAT-ZERO,,,437.200,437.200,1k2FSK CW,,failure,
WASEDA-SAT2,36574,,437.485,437.485,1200bps PCM-FSK CW,WASEDA,re-entered,
WASEDA-SAT3,41933,,437.290,437.290,1200bps PCM-FSK CW,,re-entered,DAPE-7947-8127-1321-0742
WENTIAN,53239,,,,,,inactive,
WE_WISH,38856,,437.515,437.505,2400bps FM SSTV CW,JQ1ZIJ,re-entered,
WildTrackCube-SIMBA,47941,,435.310,,1k2/9k6* FSK,,active,JHGM-7853-8293-9677-2181
Wisseed-Sat,60955,,,,,,unknown,
WNISAT-1,39423,,467.674,,,,non-amateur,
WO-18,20441,,437.104/437.075,,1200bps PSK,,inactive,
WO-39,26061,145.860,437.070/437.175,,9600bps FSK,,inactive,
Wren,39435,,437.405,437.405,1200bps FSK CW,,inactive,XRJJ-0463-2781-5484-1167
WREN-1,60478,,401.750,,4800bps GMSK,,unknown,KAAJ-8960-3762-9584-4637
Xatcobeo,38082,,437.365/145.940,437.365,1200bps FFSK SSR CW,,re-entered,
XCUBE-1,,,2245.000,,40k_BPSK FM,,unknown,
Xiaoxiang-1,41842,,437.500/437.525,2401.600,9600bps GMSK,,re-entered,
Xiaoxiang-2,43155,435.350/2403.000/5653.000,435.350*/2403.000/5833.000,,9k6 GMSK/5Mbps OFDM,,re-entered,RQIQ-3113-9381-2241-7916
Xiaoxiang-3,43664,435.875/2406.000/5656.000,435.875/2406.000/5836.000,,9k6 GMSK/5Mbps OFDM,,unknown,XWTX-3100-8924-6311-9373
Xiaoxiang-4,43669,435.925/2409.000/5659.000,435.925*/2409.000/5839.000,,9k6 GMSK/5Mbps OFDM,,active,DWZS-2247-2262-5163-7605
Xiaoxiang-5,43553,436.025/2412.000/5665.000,436.025/2412.000/5842.000,,9k6 GMSK/5Mbps OFDM,,re-entered,ZJCQ-6364-2928-4931-9019
Xiaoxiang-6,43158,436.100/2415.000/5667.000,436.100*/2415.000/5845.000,,9k6 GMSK/5Mbps OFDM,,re-entered,YAZV-7302-9755-5634-8209
X-CubeSat,42707,145.860,437.020,,1200bps AFSK FM,ON01FR,re-entered,OUHQ-7538-4862-1228-5686
XI-IV,27848,,437.490,436.848,1200bps AFSK CW*,JQ1YCW,active,KZUI-4275-4790-4963-1514
XI-V,28895,,437.345,437.465,1200bps AFSK CW*,JQ1YGW,active,IYDL-1832-4040-0556-1587
XO-53,28894,,437.250,,9600bps FSK,SSETI1,inactive,
XW-1,36122,145.925-145.975,435.765-435.715,,SSB inverting,BJ1SA-11 12,inactive,JJGC-7637-4682-0934-3692
XW-1,36122,145.825,435.675,,FM tone 67Hz,,inactive,JJGC-7637-4682-0934-3692
XW-1,36122,,435.790,435.790,CW,BJ1SA,active,JJGC-7637-4682-0934-3692
XW-2A,40903,435.030-435.050,145.685-145.665,145.640/145.660,9k6/19k2 GMSK/CW*,BJ1SB,re-entered,UCZE-8814-2695-5595-6102
XW-2B,40911,435.090-435.110,145.750-145.730,145.705/145.725,9k6/19k2 GMSK/CW*,BJ1SC,active,TZEC-4580-2722-6773-9216
XW-2C,40906,435.150-435.170,145.815-145.795,145.770/145.790,9k6/19k2 GMSK/CW*,BJ1SD,active,LEDR-0123-1783-1341-9342
XW-2D,40907,435.210-435.230,145.880-145.860,145.835/145.855,9k6/19k2 GMSK/CW*,BJ1SE,active,TPLI-0230-3137-9154-3991
XW-2E,40909,435.270-435.290,145.935-145.915,145.890/145.910,9k6 GMSK/CW*,BJ1SF,active,DTZR-4707-4114-9612-3004
XW-2F,40910,435.330-435.350,146.000-145.980,145.955/145.975,9k6 GMSK/CW*,BJ1SG,re-entered,YWAV-5902-3690-5734-3273
XW-3,50466,145.855-145.885,435.195-435.165,,VHF/UHF SSB*,,active,WMPC-3806-8308-1122-5138
XW-3,50466,,435.725,,4k8*GMSK telemetry,CAS9,active,WMPC-3806-8308-1122-5138
XW-3,50466,,,435.575,UHF CW*,,active,WMPC-3806-8308-1122-5138
XW-4,54816,145.870,435.180,,VHF/UHF SSB bandwidth 30kHz,,re-entered,TLZR-1993-2564-0036-4315
XW-4,54816,,435.725,,4K8 GMSK telemetry,CAS10,re-entered,TLZR-1993-2564-0036-4315
XW-4,54816,,,435.575,DTMF_camera CW,,re-entered,TLZR-1993-2564-0036-4315
YAM-6,59126,,400.875,,FM,,unknown,ZRKV-0117-0867-0214-6594
Yarilo-1,46490,,435.350,,9600bps FSK,,inactive,NOPA-4112-5533-4054-3584
Yarilo-2,46491,,435.550,,9600bps FSK,,inactive,IWFP-4808-8766-5041-0735
Yarilo-3,57198,,435.450,,9k6 FSK,,unknown,BCCC-4892-7994-6676-5561
Yarilo-4,57200,,435.400/435.720,,9k6 FSK FM,,inactive,ZWQX-0507-9428-9365-8363
Ymir-1,,,,,,,unknown,
YODAKA,62295,,922.000,,FM,,unknown,
YOMOGI,62298,145.825,437.375,437.375,1k2AFSK 4k8GMSK APRS CW,JS1YMX,active,HHVN-9456-4962-8588-2802
YPSat,60239,,144.175/144.550,2440.000,FT8 SSTV DATV,,unknown,LRPR-7984-5193-0374-6707
YukonSat,56316,,437.875/2428.000,,1k2/9k6 FSK,,re-entered,
YUSAT-1,47439,145.825,436.250,,1k2AFSK/9k6GMSK,BN0YS,re-entered,LCGS-2217-1833-6147-9866
YuZGU-1,42911,,437.050,145.800,9600bps FSK Voice,RS6S,re-entered,
YuZGU-2,42912,,437.050,145.800,9600bps FSK Voice,RS7S,re-entered,
YuZGU-3,43597,,437.050,,1200bps AFSK Voice,RS8S,re-entered,DYGX-2292-8178-2790-2062
YuZGU-4,43598,,437.050,,1200bps AFSK Voice,RS9S,re-entered,PGHZ-9811-8576-7503-9559
YuZGU-5,53305,,437.050/437.050,,1k145 AFSK SSTV AUDIO,RS10S,re-entered,
YuZGU-6,53305,,437.050/437.062,,1k145 AFSK SSTV AUDIO,RS11S,re-entered,
YuZGU-7,53309,,437.050/437.075,,1k145 AFSK SSTV AUDIO,RS1S,re-entered,
YuZGU-8,53307,,437.050/437.082,,1k145 AFSK SSTV AUDIO,RS2S,re-entered,
YuZGU-9,53308,,437.050/437.100,,1k145 AFSK SSTV AUDIO,RS3S,re-entered,
YuZGU-10,53306,,437.050/437.087,,1k145 AFSK SSTV AUDIO,RS4S,re-entered,
YuZGU-11,53310,,437.050/437.1125,,1k145 AFSK SSTV AUDIO,RS5S,re-entered,
YuZGU-12,53311,,437.050/437.000,,1k145 AFSK SSTV AUDIO,RS6S,re-entered,
YuZGU-60,61787,,437.050,,1135bps AFSK,RS41S,unknown,
ZACube-1,39417,145.860,437.355,14.099,1k2AFSK/9k6* GMSK CW,123456,active,GRVM-9505-5712-0753-7014
ZACube-2,43907,437.525/1260.250,437.345/2405.000,14.099,9600bps FSK,,unknown,OPKX-9983-8095-6593-6710
ZA-AeroSat,42713,,437.195,,9600bps GMSK,ON01AZ,re-entered,GKGO-8867-1154-9953-5426
Zhou Enlai,43156,145.930,436.950,437.350/437.644*,FM 9600bps BPSK,BI4ST,re-entered,YFPC-1248-4077-8296-8715
ZHUHAI-1 01,42761,435.210-435.230,145.880-145.860,,SSB*,,inactive,UKHX-2090-2661-0534-2014
ZHUHAI-1 01,42761,,145.835,145.855,4800bps GMSK CW,BJ1SK,inactive,UKHX-2090-2661-0534-2014
ZHUHAI-1 02,42759,435.270-435.290,145.935-145.915,,SSB*,,active,NGHO-5109-0535-2414-7008
ZHUHAI-1 02,42759,,145.890,145.910,4800bps GMSK CW,BJ1SL,active,NGHO-5109-0535-2414-7008
ZimSat-1,54536,,145.825/435.375,435.375,4800bps GMSK APRS CW,,inactive,
ZimSat-2,61783,,437.050,,1135bps AFSK,,unknown,FDFJ-7313-9264-4594-1095
Zorkiy-2M,57177,,401.480,,2k4 GMSK_USP,ZRK2B,active,AMWD-8238-3001-8498-3030
Zorkiy-2M-2,59064,,401.027*/401.070,,2k4 GMSK_USP,S3806A,active,YKBC-6296-0803-1334-4704
Zorkiy-2M-4,59775,,401.035,,2k4 GMSK_USP,,unknown,CXEH-2179-3370-4324-5788
Zorkiy-2M-6,59774,,401.005,,2k4 GMSK_USP,,unknown,YHZN-0134-4646-7875-1396
Z-Sat,49399,435.480,145.875,145.875,9k6GMSK FM CW*,JJ2YPO,active,KMUR-8898-9913-2178-8848
